LABEL,RR,DET,LMAX,ENT,LAM,TT,VMAX,RATIO,AN,DIV,AD
A,1.27310727405488,28.8055281342547,61,2.01944607409876,24.8371174728529,3.46556473829201,7,22.6261594142875,1200.16134129213,0.0163934426229508,4.72168284789644
A,0.441308295216862,36.7476851851852,69,2.4802683784403,15.625,3.6241610738255,8,83.2698718412423,1091.2158028887,0.0144927536231884,5.87962962962963
A,1.15106453168219,23.3245149911817,70,2.1723520603887,21.141975308642,3.43727598566308,8,20.2634295030312,1374.9357087529,0.0142857142857143,5.1609756097561
A,1.18739560960222,30.0592718035563,47,2.3228330457941,22.8408128704488,3.50324675324675,11,25.3152964020359,1236.4289449113,0.0212765957446809,5.41984732824428
A,0.295378993579821,43.9003436426117,98,2.08832973661608,16.2800687285223,3.67961165048544,7,148.623783670481,1077.21428571429,0.0102040816326531,5.61538461538461
A,0.903617107646059,29.7635605006954,50,2.12630059257036,21.7385257301808,3.46563192904656,8,32.9382436973002,1353.14742072882,0.02,4.9537037037037
A,1.0179831115345,35.7037037037037,110,2.03287259491779,21.0123456790123,3.54583333333333,8,35.0729823502515,1306.52830591754,0.00909090909090909,5.05594405594406
A,1.02183199879784,25.5808205635195,84,2.09681255064312,21.9105289174493,3.43604651162791,8,25.0342723594628,1200.96460271629,0.0119047619047619,5.07352941176471
A,0.446874920699368,35.8886996024986,53,2.0353511916048,9.73878478137422,3.29807692307692,5,80.3103909844214,1231.64838844705,0.0188679245283019,5.3109243697479
A,1.95249213611125,25.9992239037641,74,1.84108463279155,31.1020566550252,3.6321752265861,11,13.315917346303,1368.2277375755,0.0135135135135135,4.64203233256351
A,0.965310731595909,21.8454258675079,77,2.16758615131327,14.6161934805468,3.34939759036145,7,22.6304599674259,1313.1838898917,0.012987012987013,4.83139534883721
A,2.00354157581272,30.1342366077029,129,1.90292924369788,37.2914314389662,3.8983606557377,13,15.0404847952702,1004.51023017903,0.00775193798449612,4.82329317269076
A,4.68139264770173,56.1419019727027,1243,1.91573295407612,65.4915179311488,3.97318136104593,16,11.9925642213039,1415.97809712057,0.00080450522928399,4.61189287335452
A,8.50848691221959,67.2043503497999,1240,2.17069070813602,80.835853725598,4.79434680195688,28,7.89850781262687,1263.68399118533,0.000806451612903226,4.52354513674686
A,6.79768116241952,64.0992465179998,1243,2.13368534326299,78.7597990714666,4.42895356302161,16,9.42957531935564,1263.42037174721,0.00080450522928399,4.5984165984166
A,6.93219650622263,64.8779759683558,1243,2.20333296071552,78.671915814613,4.64628099173554,19,9.35893492201478,1338.08165572575,0.00080450522928399,4.69638033495408
A,0.53784448479555,50.332383665717,125,2.69414566461808,12.1794871794872,3.22641509433962,5,93.5816673565961,1199.95754026354,0.008,7.26027397260274
A,0.785900982059025,36.8743945753955,47,2.26204887258485,13.1901840490798,3.25498007968128,5,46.9198988386378,1220.76724832215,0.0212765957446809,5.05309734513274
A,0.701398228741087,45.8393632416787,88,2.33955700445653,11.2337192474674,3.16836734693878,5,65.3542614784672,1250.359375,0.0113636363636364,5.97641509433962
A,0.667140355774355,42.7538988208444,76,2.24819380778313,11.9246861924686,3.21538461538462,5,64.0853134588443,1279.5271722444,0.0131578947368421,5.67676767676768
A,6.26815132499892,71.9765691738193,972,2.43298853279067,78.0925843062279,5.02947340843594,37,11.4829022852016,1313.48376604058,0.00102880658436214,5.21639150943396
A,5.19552363793235,69.3660252026961,832,2.26989056464143,71.6665038585523,4.41425992779783,22,13.3511133885056,1328.88081698417,0.00120192307692308,5.05949412183826
A,2.8458042892686,63.5747832369942,983,2.32151092764146,64.2205563583815,4.37031346035648,25,22.3398297193984,1338.43972298222,0.00101729399796541,5.72276422764228
A,5.32189712487629,69.7310699980927,619,2.40132688104388,75.2407972534808,4.79838832294359,32,13.1026715402195,1308.70402777778,0.00161550888529887,5.37844795880839
B,2.33909697881658,36.682808716707,139,2.00060402946874,42.8296279991195,3.74542829643888,11,15.6824659468655,1087.00571605129,0.00719424460431655,5.11981566820277
B,1.56002379055222,37.8824672170957,272,1.89847719246196,35.7212238950947,3.73666384419983,10,24.2832625031224,1224.65892896496,0.00367647058823529,5.625
B,1.41556311252148,34.8795718108831,90,2.24957715543748,30.7939339875111,3.5846313603323,12,24.6400683250029,1274.30347261208,0.0111111111111111,5.4608938547486
B,0.517108023581574,50.2251125562781,128,3.00712019082968,18.8844422211106,3.49537037037037,6,97.1269256439125,1342.24799694773,0.0078125,8.09677419354839
B,0.365203045231546,36.7132867132867,35,2.37562380163342,10.4545454545455,3.28571428571429,5,100.52842437283,1320.04182879377,0.0285714285714286,5.41237113402062
B,0.307741027625184,34.0248962655602,30,2.21379687403126,4.10788381742739,3.09375,4,110.56340627744,1258.24740578919,0.0333333333333333,4.93975903614458
B,1.38345161626812,30.6140988372093,94,2.11092993519494,22.3837209302326,3.43654114365411,9,22.1287817204559,1224.15126324368,0.0106382978723404,5.15290519877676
B,0.254015783997767,36.1638361638362,43,2.0893340809008,7.14285714285714,3.32558139534884,5,142.368460710119,1337.73910374463,0.0232558139534884,5.2463768115942
B,0.623678889515004,29.5993458708095,42,2.50435640428661,15.0245298446443,3.29596412556054,6,47.4592716996194,1091.89357200976,0.0238095238095238,5.32352941176471
B,0.163242989924236,52.4720893141946,33,2.09129783581219,3.98724082934609,3.125,4,321.435483009394,1265.7185244587,0.0303030303030303,4.50684931506849
B,0.117253580237348,39.4273127753304,20,1.58276628018702,0.330396475770925,3,3,336.256792291719,1302.61124013005,0.05,3.97777777777778
B,0.439328996988697,29.0771909460244,26,2.30547926071043,10.040626813697,3.23364485981308,6,66.1854581539777,1120.26431155565,0.0384615384615385,4.86407766990291
B,3.31976230131804,63.8510374729018,1247,2.14277102921039,67.5325178073707,4.15456060966897,11,19.2336172525217,1217.608788774,0.000801924619085806,5.28653846153846
B,2.56881462223898,56.1804697156984,634,1.99220240295419,60.65615986815,4.03183841150291,18,21.8701922783091,1115.73244211954,0.00157728706624606,5.2492781520693
B,9.25517302036097,61.7502375761641,1243,2.15694423842872,78.6167477220638,4.66498051248031,24,6.67197009070672,1259.8568956044,0.00080450522928399,4.51984451718494
B,14.2175820656525,72.2199196295028,1249,2.32402229503368,84.786369452003,4.97572969543147,31,5.07962038101929,1221.92661891015,0.000800640512409928,4.65524451155767
B,2.02917966899211,44.5683141335315,87,2.24181350986972,29.8092406788059,3.42806267806268,8,21.9637101704594,1237.27665441176,0.0114942528735632,5.19942196531792
B,2.49921137728088,41.1545811123403,135,2.14871333171718,33.6417580207181,3.46991701244813,8,16.4670269535649,1253.77444675619,0.00740740740740741,4.996336996337
B,2.16994081405613,39.4436685288641,130,2.03628991388901,32.838687150838,3.56925996204934,10,18.1773015528173,1338.39527191889,0.00769230769230769,5.04315476190476
B,2.250371061128,48.7769462749916,102,2.15412653498403,30.4143862392494,3.56413612565445,15,21.6750682221012,1291.74238313856,0.00980392156862745,5.03690888119954
B,1.54689846328895,70.184741703729,1229,2.36464531006601,60.6568593910366,4.23655913978495,13,45.3712660328755,1206.97183098592,0.00081366965012205,7.48722627737226
B,16.6371116425849,82.2707357606889,643,2.8116672518434,89.1063604774135,6.02723417301109,40,4.94501314459573,1324.0706215112,0.0015552099533437,5.53067235425554
B,14.2157010132596,79.952763677383,1263,2.87538771321832,85.8943175408912,5.21654891886106,26,5.62425754472521,1262.57288035142,0.000791765637371338,5.82235913233218
B,21.225833608948,87.3881530797743,988,3.24543542937953,92.4923861463276,6.82110211543484,60,4.11706577417694,1330.88785649005,0.00101214574898785,6.6252013603007
