LABEL,RR,DET,LMAX,ENT,LAM,TT,VMAX,RATIO,AN,DIV,AD
A,0.595051115656995,37.2961373390558,100,2.30695317016455,15.7725321888412,3.5,8,62.6771992484665,1144.19147496617,0.01,6.29710144927536
A,0.618291309444457,36.5138372573317,117,2.51389062549089,11.9991738950847,3.26404494382022,6,59.0560415447855,1173.36691828028,0.00854700854700855,7.82300884955752
A,1.36219453396605,21.6095380029806,64,2.10737158145475,21.1997019374069,3.52868217054264,9,15.863767959826,1197.58639092728,0.015625,5.15555555555556
A,0.528748774487613,32.7299412915851,65,2.83143723669492,10.0782778864971,3.34959349593496,6,61.9007416580819,1246.03938484621,0.0153846153846154,6.62376237623762
A,0.582792551900971,36.3716038562664,57,2.57326314518872,11.7221735319895,3.26219512195122,6,62.4091775669205,1287.66850068776,0.0175438596491228,6.484375
A,0.652422158499759,38.4675223648386,139,2.29152588722337,13.8467522364839,3.35849056603774,7,58.9610911641849,1331.38793372929,0.00719424460431655,6.25949367088608
A,0.800365417311645,32.8154724159797,66,1.98873858791355,18.3734939759036,3.59937888198758,9,41.0006126029332,1305.96430460074,0.0151515151515152,5.78212290502793
A,2.17220001231634,32.0643369590373,93,2.07294277722717,35.1365424670215,3.65623118603251,10,14.7612267642174,1222.90963010892,0.010752688172043,5.07509157509157
A,0.458163820381395,37.4581939799331,71,2.1609048396081,8.02675585284281,3.23595505617978,5,81.7572062952316,1165.57024793388,0.0140845070422535,5.89473684210526
A,0.743519068612327,35.1851851851852,106,2.38069440882077,22.1536351165981,3.56906077348066,8,47.3225054615658,1321.5037402964,0.00943396226415094,6.18072289156626
A,0.375929288518067,44.8369565217391,43,2.63118608565924,6.79347826086957,3.27868852459016,6,119.26965493561,1232.17349857007,0.0232558139534884,6
A,1.11249270434187,31.9799270072993,96,2.34124013309787,25.0228102189781,3.43887147335423,8,28.7461903188103,1034.72306464485,0.0104166666666667,5.58565737051793
A,7.14626821868471,69.6602903562808,1246,2.29314338424415,80.3361072084729,4.86326463853451,32,9.74778558886808,1150.49826477583,0.000802568218298555,4.78757118098539
A,4.31219946805026,52.4185707340788,1235,1.81681410681184,67.516407389402,4.00667147493689,18,12.1558780205916,1217.63447346843,0.000809716599190283,4.72398685651698
A,7.00834502621668,54.196146319434,1231,1.82492644598815,71.0578804756887,4.17132442284326,22,7.73308764290259,1174.27508459615,0.000812347684809098,4.27583135391924
A,13.2425947693587,67.2520024645718,1252,2.23427886745175,81.3202788046827,5.07108122711172,44,5.0784611049326,1360.88481331748,0.000798722044728434,4.61522198731501
A,4.11415989372759,41.7705278592375,185,2.25813185452104,48.0999511241447,3.9365,21,10.1528693434887,1362.82281310665,0.00540540540540541,5.03831982313928
A,4.05298070111414,42.048853439681,207,1.97352124878388,53.8416001994018,4.24490297224269,24,10.3747973505331,1237.61169239994,0.00483091787439614,4.78242381289865
A,3.98923702794175,40.3314220906055,283,2.13735063193364,48.4500031504001,3.92221372098954,11,10.1100590935341,1107.46248939522,0.00353356890459364,4.89747513389441
A,4.94632933235212,36.1481633490663,216,1.76270318752428,49.6947465626924,3.90112766814338,15,7.30807856093092,1224.38096421471,0.00462962962962963,4.43423536815607
A,8.31830446743774,71.0038073366773,450,2.53746558184847,79.8332023931831,5.1191629529161,44,8.53585097956248,986.772453669385,0.00222222222222222,5.19292817679558
A,3.77200626608194,55.0982800982801,571,2.0632040972632,65.7145782145782,4.01438398999375,17,14.6071549757821,1176.61497168669,0.00175131348511384,4.9406364749082
